Date,Day,Age,BMI,Sex,Ticket Size,Slab,Window,Discount,Revenue,Arrival Latitude,Arrival Longitude,Departure Latitude,Departure Longitude,State Cuisine,Order Status,ETA,Curry,Spice,Cancel,CustomerID
4/2/2011,Sat,37,25.44482845213923,F,180,S,7,43,102.60000000000001,27.11928557124111,74.97592302460488,30.021675463535693,77.37145561077084,Maharashtra,has been delivered,10,7,7,"Sorry, the order can not be cancelled.",30
4/2/2011,Sat,31,20.451304141913937,M,140,S,7,49,71.4,29.015430185074536,78.03306594731619,29.192834835741415,77.36790680638875,Maharashtra,in en route to delivery,18,3,2,The order has been cancelled.,41
4/2/2011,Sat,24,20.746411044597362,M,180,M,9,11,160.2,28.620417719483708,75.93939380208468,28.571651736362217,76.827260118319,U.P.,has been delivered,21,1,21,The order has been cancelled.,66
4/2/2011,Sat,27,25.96983481872595,M,180,L,43,38,111.6,27.437340445957414,75.85538376528389,26.472696959668138,75.43581842202136,Haryana,has been delivered,2,23,20,"Sorry, the order can not be cancelled.",34
4/2/2011,Sat,32,23.017207587578447,F,120,L,23,25,90.0,27.442296171986367,77.15481517986285,28.944121899967513,75.9984090160434,Haryana,is in the kitchen,24,23,8,"Sorry, the order can not be cancelled.",18
4/2/2011,Sat,42,21.753143744849556,F,140,S,30,71,40.60000000000001,28.47157038180294,75.68345688405078,27.340938809235418,75.94956091923233,South India,in en route to delivery,18,22,6,"Sorry, the order can not be cancelled.",85
4/2/2011,Sat,29,21.174403543000345,M,140,S,48,61,54.6,27.222011270919946,76.66668637141981,28.502772201712837,75.99432744926004,Punjab,has been delivered,26,16,20,"Sorry, the order can not be cancelled.",95
4/2/2011,Sat,41,20.945642305008562,M,120,M,17,84,19.200000000000003,27.97728269906048,76.49474238235861,28.535428277983225,78.85206075637183,Haryana,has been cancelled,25,14,21,"Sorry, the order can not be cancelled.",45
4/2/2011,Sat,40,18.558789660829987,F,140,M,19,6,131.6,28.87923095116006,76.52550456957131,28.07689091312407,80.1850028845853,Maharashtra,has been delivered,11,10,24,"Sorry, the order can not be cancelled.",78
4/2/2011,Sat,31,23.07222105341292,M,140,L,23,0,140.0,26.81353815563702,78.53793386267323,29.295987658555536,78.71057643287558,South India,in en route to delivery,7,18,13,"Sorry, the order can not be cancelled.",21
4/2/2011,Sat,30,19.625304060256408,M,180,M,33,77,41.4,29.109504927423583,78.59700832205154,27.45152177259869,75.25233417329724,U.P.,has been cancelled,7,10,1,"Sorry, the order can not be cancelled.",29
4/2/2011,Sat,27,23.66974729706996,F,120,L,30,5,114.0,26.38833438679783,77.23016846305819,29.921884204139282,75.73270605821081,South India,has been cancelled,19,23,5,"Sorry, the order can not be cancelled.",47
4/2/2011,Sat,32,25.10210506137912,F,180,M,17,60,72.0,28.553391944571732,79.04321141933127,28.55543283931376,76.79219005507372,J&K,has been cancelled,23,8,12,"Sorry, the order can not be cancelled.",26
4/2/2011,Sat,23,24.527457699070762,M,180,L,29,69,55.80000000000001,27.641035069249327,76.99601978212861,28.87663278994146,76.99184283807615,J&K,is in the kitchen,25,1,5,The order has been cancelled.,48
4/3/2011,Sun,33,25.139479962334335,F,120,S,8,30,84.0,27.649893267220452,77.18957069577147,27.544889493345025,76.46874726302988,Haryana,has been cancelled,21,12,3,The order has been cancelled.,10
4/3/2011,Sun,23,20.36959361999472,F,180,L,3,74,46.800000000000004,28.686473730066286,77.68341317265094,28.826427189863036,77.81534498619204,U.P.,is in the kitchen,28,9,7,"Sorry, the order can not be cancelled.",59
4/3/2011,Sun,35,21.68523117325219,F,160,M,37,90,15.999999999999996,29.39231138909431,77.31120546002713,27.28208847277235,76.35164282737433,Punjab,in en route to delivery,7,18,1,"Sorry, the order can not be cancelled.",51
4/3/2011,Sun,38,23.324039436813788,M,160,S,1,87,20.8,28.633425628610055,76.37368793520706,28.044551419767295,76.05239212201754,Punjab,in en route to delivery,18,9,13,The order has been cancelled.,50
4/3/2011,Sun,25,19.37611461156484,M,160,L,33,32,108.79999999999998,27.76337812692733,75.0762347558706,27.48806829003038,75.80779036990619,Maharashtra,has been delivered,15,5,21,The order has been cancelled.,83
4/3/2011,Sun,24,23.20720806251253,M,140,M,12,87,18.2,28.601614022099835,76.22125347773336,26.82584407600517,75.21020963684596,South India,has been cancelled,4,7,20,The order has been cancelled.,35
4/3/2011,Sun,43,23.781732671271776,F,180,L,8,86,25.200000000000003,29.020403816157526,78.81391286088356,28.212340134848557,75.45477970523707,U.P.,has been cancelled,10,3,19,"Sorry, the order can not be cancelled.",25
4/3/2011,Sun,42,19.050124892786318,M,120,L,44,28,86.39999999999999,27.74269137029004,77.27995501023184,28.130318564034745,77.69372614322748,U.P.,in en route to delivery,7,5,21,The order has been cancelled.,34
4/3/2011,Sun,32,19.23214268749495,F,180,S,11,86,25.200000000000003,28.336774285811263,76.77639936876274,28.628031971611918,75.82983264518816,U.P.,has been delivered,13,9,7,"Sorry, the order can not be cancelled.",87
4/3/2011,Sun,38,23.187411120061963,M,120,L,42,100,0.0,28.495414227283096,78.16869690711532,29.613112388476548,76.30821911697694,Maharashtra,in en route to delivery,4,3,18,The order has been cancelled.,64
4/3/2011,Sun,27,25.09416460714305,M,180,L,47,46,97.2,29.68152968282228,74.15218058311746,29.228414376931553,81.61614946477894,Maharashtra,in en route to delivery,8,18,6,The order has been cancelled.,50
4/3/2011,Sun,44,22.855414281689075,F,180,L,34,17,149.4,28.048866692576517,74.95559841361626,29.500644430877543,78.39272067472189,U.P.,is in the kitchen,17,12,5,The order has been cancelled.,29
4/3/2011,Sun,43,21.9910084452756,F,120,S,17,78,26.4,28.080596967177794,75.8905763650729,26.380787657633903,76.85056450197402,Punjab,is in the kitchen,9,14,15,"Sorry, the order can not be cancelled.",54
4/3/2011,Sun,35,22.524893844934272,M,140,L,22,47,74.2,28.88213958015915,80.1958630749129,27.180913610733764,76.85578497468136,South India,has been delivered,12,16,2,"Sorry, the order can not be cancelled.",8
4/3/2011,Sun,27,18.749504227961406,F,180,L,11,1,178.2,28.009701614213085,75.24299646888605,27.77285238340296,77.04929949212523,Maharashtra,has been cancelled,21,4,16,The order has been cancelled.,75
4/3/2011,Sun,40,19.911958284163465,M,120,L,23,45,66.0,28.274154695126263,74.17360857927572,28.86841606615449,75.75081871238322,South India,has been delivered,29,14,21,"Sorry, the order can not be cancelled.",53
4/3/2011,Sun,41,22.347558736355303,M,140,S,3,4,134.4,29.509504757675657,78.11859639925272,28.64768682154817,76.84365899282574,South India,is in the kitchen,22,10,13,"Sorry, the order can not be cancelled.",56
4/3/2011,Sun,24,21.590263321040002,F,120,M,46,51,58.8,27.36478031452956,76.81538548022571,26.96419684312344,77.80942315209575,South India,is in the kitchen,9,17,6,The order has been cancelled.,26
4/3/2011,Sun,38,22.554014674440783,M,160,L,26,84,25.600000000000005,26.275310841784755,78.98683261302465,26.786125299792893,78.08784878575264,Haryana,has been cancelled,26,24,18,The order has been cancelled.,40
4/3/2011,Sun,34,21.111209503371054,M,160,L,23,2,156.8,31.131998118858732,76.5402101702338,30.199836182900743,77.40223238340677,Maharashtra,in en route to delivery,1,5,13,The order has been cancelled.,7
4/3/2011,Sun,32,15.667595858314503,M,180,M,24,69,55.80000000000001,28.922304264780696,74.27950012316848,31.19405441370793,74.68039160291006,U.P.,has been delivered,15,3,13,The order has been cancelled.,88
4/3/2011,Sun,24,21.879240087432386,F,160,S,16,80,31.999999999999993,28.441777734623702,76.8157135944881,28.695837776246016,77.65266668522594,J&K,has been delivered,17,24,7,The order has been cancelled.,40
4/3/2011,Sun,32,19.762252592946037,F,160,M,8,72,44.800000000000004,28.46034302604796,76.61009352147083,27.1752341569083,77.84148172151328,Punjab,in en route to delivery,15,7,15,"Sorry, the order can not be cancelled.",31
4/3/2011,Sun,32,23.006057970605838,F,120,M,20,88,14.399999999999999,28.066622613499742,77.72975296214048,27.799176339271508,76.11840545660056,Haryana,has been delivered,26,7,20,"Sorry, the order can not be cancelled.",72
4/3/2011,Sun,30,23.775845506951775,F,120,M,10,93,8.399999999999995,29.297526443574768,77.55757145301634,29.499056417509355,78.20612054376895,South India,has been cancelled,22,5,19,The order has been cancelled.,21
4/4/2011,Mon,28,19.404138118171232,M,120,S,44,13,104.4,29.81519453958141,77.41626722137747,27.508916445117848,77.32658574418467,U.P.,is in the kitchen,22,11,9,"Sorry, the order can not be cancelled.",58
4/4/2011,Mon,40,19.926390248282853,F,140,M,15,97,4.200000000000004,29.027118692885924,74.5094082478941,27.64750459394285,74.99070674217417,Maharashtra,has been delivered,27,7,13,The order has been cancelled.,81
4/4/2011,Mon,39,21.6046341403283,M,140,S,44,23,107.8,28.51336754957345,78.19994540035513,27.97955242718195,77.50732850623231,Punjab,has been cancelled,24,13,1,"Sorry, the order can not be cancelled.",5
4/4/2011,Mon,23,20.45233998692494,M,180,M,4,8,165.6,27.61698409183746,77.62563737127684,27.218266836747325,77.6940041158612,South India,is in the kitchen,13,12,6,"Sorry, the order can not be cancelled.",81
4/4/2011,Mon,22,24.246850957383497,M,120,S,4,71,34.800000000000004,28.954052923862374,78.15439772440189,28.12548891151639,78.32723387648277,Punjab,is in the kitchen,28,13,7,"Sorry, the order can not be cancelled.",12
4/4/2011,Mon,26,18.904888835378696,M,180,M,15,83,30.60000000000001,29.7498157922287,75.63450804952429,30.24571718275072,76.8077291117881,U.P.,has been cancelled,28,11,4,"Sorry, the order can not be cancelled.",89
4/4/2011,Mon,33,19.317211923508687,M,180,M,22,25,135.0,28.387718247308165,77.3073685509458,29.900999040069657,77.29677685224782,U.P.,has been delivered,24,3,13,The order has been cancelled.,6
4/4/2011,Mon,28,19.460214175705556,F,180,L,33,50,90.0,27.425671493963957,76.0164857580586,28.179361936551643,76.43052539267103,Punjab,is in the kitchen,6,23,15,"Sorry, the order can not be cancelled.",87
4/4/2011,Mon,21,23.311204917151407,F,160,M,3,16,134.4,28.808185713252424,77.39746911864029,30.188379421467364,76.79165938527727,J&K,has been cancelled,22,3,5,"Sorry, the order can not be cancelled.",6
4/4/2011,Mon,39,24.23951171704116,F,180,L,4,86,25.200000000000003,27.83917209573124,79.3434320011262,29.005818210536553,77.02278480950756,Maharashtra,has been delivered,23,20,23,The order has been cancelled.,91
4/4/2011,Mon,31,19.929844483483677,F,180,S,19,43,102.60000000000001,28.910031409364834,77.39024581115868,29.38764353620057,78.33340026824816,Punjab,has been cancelled,15,8,13,"Sorry, the order can not be cancelled.",49
4/5/2011,Tue,42,20.04981236815499,M,160,M,37,86,22.400000000000002,29.808485113291063,77.22623769765954,28.741159315154746,76.72400229872974,U.P.,has been cancelled,26,9,7,"Sorry, the order can not be cancelled.",72
4/5/2011,Tue,28,21.559180146286888,M,140,L,21,2,137.2,29.900793336668723,76.81661726447044,27.734313025116023,78.72417476393464,Maharashtra,has been delivered,20,18,18,The order has been cancelled.,33
4/5/2011,Tue,40,19.588081431622264,F,140,L,18,39,85.39999999999999,28.297653886090522,80.09120646517685,29.411787911661023,78.66110374217409,U.P.,has been delivered,22,6,7,"Sorry, the order can not be cancelled.",34
4/5/2011,Tue,39,21.861104535168362,F,160,S,23,52,76.8,27.62233801778116,78.86143931632073,26.785724137175666,79.12624685218942,South India,is in the kitchen,9,23,8,The order has been cancelled.,80
4/5/2011,Tue,30,24.797117649061093,F,180,S,25,28,129.6,28.028128419346228,75.89150247157104,29.468604642441974,76.85216219069,Punjab,has been delivered,25,23,17,The order has been cancelled.,40
4/5/2011,Tue,22,24.946258342115105,M,160,M,21,76,38.4,29.104846946163224,78.31665556333787,28.111990816182434,78.80610969317397,Maharashtra,has been cancelled,12,11,15,"Sorry, the order can not be cancelled.",64
4/5/2011,Tue,40,23.051342220235277,F,140,M,11,29,99.39999999999999,29.298924253879353,77.31097410444846,27.731859028008028,80.00486202185463,Punjab,in en route to delivery,14,11,14,"Sorry, the order can not be cancelled.",60
4/5/2011,Tue,44,17.644426489397603,M,160,L,23,51,78.4,26.85351968524291,78.50349937481106,29.077296371718976,76.51786070008639,Maharashtra,is in the kitchen,5,2,10,"Sorry, the order can not be cancelled.",26
4/5/2011,Tue,43,25.965332068572188,F,180,M,30,90,17.999999999999996,25.74727255751799,76.92308315633944,29.82315794729144,78.37661761809645,J&K,has been delivered,14,21,5,The order has been cancelled.,22
4/5/2011,Tue,33,22.19426822603732,F,180,L,13,89,19.799999999999997,29.040910025183585,78.40893245312418,28.460877880966734,76.65355198855137,Maharashtra,in en route to delivery,24,18,10,The order has been cancelled.,33
4/5/2011,Tue,42,22.564514516234002,M,120,M,16,52,57.599999999999994,29.61389907449146,77.29384508347324,27.571531867551904,76.60181723520422,J&K,has been cancelled,27,1,14,"Sorry, the order can not be cancelled.",44
4/5/2011,Tue,38,19.16602162880146,F,120,M,35,6,112.8,26.89618742313182,75.8680029862854,29.282911512812543,79.0158652955879,Punjab,has been cancelled,10,14,20,The order has been cancelled.,57
4/5/2011,Tue,20,27.26795858453614,M,120,S,46,41,70.80000000000001,27.536653561591297,75.89473728275028,28.03085742738448,76.46214957489438,Maharashtra,has been cancelled,15,18,18,The order has been cancelled.,23
4/5/2011,Tue,36,26.774524539872395,F,120,S,45,78,26.4,28.419262816412676,78.18908712513026,29.517715777469178,76.12363136263929,U.P.,has been cancelled,25,5,14,"Sorry, the order can not be cancelled.",81
4/5/2011,Tue,27,23.18365960357319,F,140,S,3,56,61.599999999999994,28.779775389026877,75.48994907432125,29.03741904480575,76.52200280297009,U.P.,in en route to delivery,6,10,19,The order has been cancelled.,85
4/5/2011,Tue,28,22.55467341526434,M,120,S,20,14,103.2,27.520199169194647,77.47835382092366,27.11159040161569,76.07384953755502,Maharashtra,has been cancelled,25,23,2,The order has been cancelled.,78
4/5/2011,Tue,28,22.139525199430572,M,120,M,32,32,81.6,28.310721351126176,75.44090132081624,27.425690221681318,74.4117314666456,Punjab,has been cancelled,26,22,4,"Sorry, the order can not be cancelled.",100
4/5/2011,Tue,30,19.133216333125503,F,120,S,39,55,53.99999999999999,28.79273074922954,77.41835383961521,25.482961100362303,77.42055756557212,U.P.,has been delivered,22,14,14,"Sorry, the order can not be cancelled.",3
4/5/2011,Tue,25,18.075250006243856,M,160,S,40,58,67.2,28.99024911624757,75.85198362448543,29.05378993163287,76.43300862163682,U.P.,is in the kitchen,27,9,9,"Sorry, the order can not be cancelled.",98
4/5/2011,Tue,27,19.950714654572646,F,160,S,35,78,35.199999999999996,28.271130373597767,77.03599604881728,28.52070755694353,77.97390280384103,Haryana,has been delivered,24,14,9,The order has been cancelled.,49
4/5/2011,Tue,21,21.822835325497817,F,180,L,36,8,165.6,29.756658827965687,76.42159183271413,29.957127917745463,77.29320462180632,Maharashtra,is in the kitchen,12,7,14,"Sorry, the order can not be cancelled.",70
4/5/2011,Tue,37,21.744914486762905,M,180,M,23,66,61.199999999999996,29.11021938496243,76.89263892519935,27.339711846497035,78.89734265502253,U.P.,has been cancelled,8,21,14,The order has been cancelled.,83
4/5/2011,Tue,30,20.23941246446458,F,160,M,38,89,17.599999999999998,28.57954323749717,76.73219341817803,27.064316965556838,73.83460872586829,Haryana,has been cancelled,18,2,6,"Sorry, the order can not be cancelled.",55
4/5/2011,Tue,43,19.38663600927681,F,180,S,3,92,14.399999999999993,30.813595294149234,75.56274291920676,28.295128749111296,78.45151134013115,J&K,is in the kitchen,7,7,3,"Sorry, the order can not be cancelled.",27
4/5/2011,Tue,28,22.44357584569549,F,180,S,28,90,17.999999999999996,27.928446711355793,76.32775086341098,30.74309336259764,77.2329552530805,J&K,has been cancelled,15,22,3,The order has been cancelled.,39
4/5/2011,Tue,24,15.241873860036893,F,180,S,43,0,180.0,28.820197977573258,76.23638807204713,29.655795805124328,76.01903731328527,South India,is in the kitchen,14,10,9,The order has been cancelled.,83
4/5/2011,Tue,43,23.70806218534176,F,180,L,6,81,34.19999999999999,27.49759392219103,76.92129547688371,27.046571713501358,78.79966863803978,Maharashtra,has been delivered,10,10,17,"Sorry, the order can not be cancelled.",88
4/5/2011,Tue,25,19.037418584877877,M,140,L,31,38,86.8,29.713664753345753,77.1593222524787,29.394749859008996,77.68760688719772,Haryana,in en route to delivery,26,10,15,"Sorry, the order can not be cancelled.",38
4/5/2011,Tue,40,18.567392846800516,M,160,L,32,92,12.799999999999994,28.678337052725983,76.47280220946595,29.483227065814102,77.3039291913168,J&K,is in the kitchen,16,5,7,"Sorry, the order can not be cancelled.",4
4/6/2011,Wed,34,23.930594904417894,M,120,S,17,93,8.399999999999995,29.446438958870033,77.48405757236264,27.00399704809451,76.78644162059416,South India,has been cancelled,11,10,2,"Sorry, the order can not be cancelled.",5
4/6/2011,Wed,35,21.31273326019805,F,120,M,1,11,106.8,27.125228911136276,75.85791320857531,27.91251695296157,77.26930379821697,J&K,has been delivered,26,14,21,"Sorry, the order can not be cancelled.",46
4/6/2011,Wed,42,18.539453775442055,F,120,M,3,15,102.0,29.242326592679017,76.68003905659772,27.313636884622962,76.99677289548632,Maharashtra,has been cancelled,12,18,13,"Sorry, the order can not be cancelled.",52
4/6/2011,Wed,37,24.769362439472843,F,160,S,11,61,62.400000000000006,27.80863021513357,77.17523599188813,26.61084343080889,77.10292796300024,Haryana,in en route to delivery,15,24,22,The order has been cancelled.,95
4/6/2011,Wed,34,25.65104886338674,M,180,M,6,46,97.2,27.30202055014364,75.35598221893873,27.878971717804806,76.80673940371103,Punjab,has been cancelled,19,17,22,The order has been cancelled.,89
4/6/2011,Wed,25,25.173697751216604,F,120,M,29,77,27.599999999999998,30.42260983949845,77.66786090636408,27.790840151041312,76.47008168499144,South India,is in the kitchen,29,24,3,"Sorry, the order can not be cancelled.",89
4/6/2011,Wed,21,21.83515076250498,M,160,S,2,89,17.599999999999998,29.41794658832421,76.07519634192951,28.610733019365636,77.28830045072267,J&K,has been cancelled,8,10,17,"Sorry, the order can not be cancelled.",60
4/6/2011,Wed,26,26.068024924972793,M,140,L,38,73,37.800000000000004,27.009586996060534,77.12486749265393,28.6060785183161,75.63572301113828,J&K,in en route to delivery,17,22,8,"Sorry, the order can not be cancelled.",53
4/6/2011,Wed,37,21.307642390569317,F,140,L,22,6,131.6,28.87333795920738,76.65265281752592,28.861092051609884,78.21841617793652,U.P.,is in the kitchen,17,19,22,"Sorry, the order can not be cancelled.",61
4/6/2011,Wed,20,20.915215675925204,M,140,M,21,21,110.60000000000001,28.384517877754888,77.37530938076598,28.22409640891684,78.01977522862973,U.P.,has been delivered,28,11,10,The order has been cancelled.,21
4/6/2011,Wed,21,23.398849442672,M,160,M,8,1,158.4,28.645674668826125,76.87262490062749,27.943096014895517,77.42923297741068,Maharashtra,has been cancelled,15,3,4,The order has been cancelled.,15
4/6/2011,Wed,23,20.074949316503147,F,160,L,12,58,67.2,28.24346060720162,77.36760689415945,28.76256486781678,79.84367513358175,South India,is in the kitchen,8,1,4,"Sorry, the order can not be cancelled.",36
4/6/2011,Wed,37,20.399686226702205,M,120,M,42,89,13.2,27.028503921366465,76.01701157614472,28.777457457213327,77.86691430876613,Maharashtra,has been cancelled,9,6,21,The order has been cancelled.,55
4/6/2011,Wed,35,20.605771870598126,F,160,L,48,23,123.2,28.31524243405044,76.85583885785813,29.355187111361467,75.43926206785119,U.P.,has been cancelled,5,5,13,The order has been cancelled.,17
4/6/2011,Wed,29,21.468767811902886,F,180,M,19,19,145.8,27.917286744414174,76.9255622771206,28.186990596762943,76.16706421000326,Punjab,in en route to delivery,13,11,14,"Sorry, the order can not be cancelled.",56
4/6/2011,Wed,22,21.884960644144734,M,180,M,18,3,174.6,29.61524713535458,76.9429968484671,28.661362308683465,75.65415731029019,J&K,has been delivered,13,15,10,The order has been cancelled.,21
4/6/2011,Wed,24,24.547747061617013,F,180,L,41,51,88.2,29.783959862852583,76.41570161518939,27.69514650971138,75.78967476507289,U.P.,has been cancelled,20,11,16,"Sorry, the order can not be cancelled.",70
